INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/asyncio/__init__.py first seen with mtime 1724146130.5237758
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1736311827.2369297
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/email/base64mime.py first seen with mtime 1724146130.5797772
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/venv/__init__.py first seen with mtime 1724146130.9437852
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/registry.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loaders/cached.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/generics.py first seen with mtime 1736314502.0385468
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/http/client.py first seen with mtime 1724146130.6957796
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/lib-dynload/math.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2519443
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/tokens.py first seen with mtime 1736311826.9929338
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/widgets.py first seen with mtime 1736311827.441926
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/__init__.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/reprlib.py first seen with mtime 1724146130.4837751
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/decorators.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/__init__.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/lib-dynload/array.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2199435
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/management/color.py first seen with mtime 1736311827.4219263
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/_compression.py first seen with mtime 1724146130.4077735
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/apps.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/management/commands/runserver.py first seen with mtime 1736311827.4239264
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/shortcuts.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/security/sessions.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/string.py first seen with mtime 1724146130.4997754
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/context.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1736311827.4299262
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/expressions.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/forms/array.py first seen with mtime 1736311827.335928
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/where.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/smartif.py first seen with mtime 1736311827.4509258
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/autoreload.py first seen with mtime 1736311827.4549258
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/lib-dynload/termios.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3239458
DEBUG 2025-02-20 04:16:56,428 autoreload File /usr/local/lib/python3.12/re/_casefix.py first seen with mtime 1724146130.8877838
DEBUG 2025-02-20 04:16:56,428 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/utils.py first seen with mtime 1736314502.055547
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/asyncio/unix_events.py first seen with mtime 1724146130.5437763
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/exceptions.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/utils.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/asyncio/mixins.py first seen with mtime 1724146130.5357761
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/checks.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/async_checks.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/urlpatterns.py first seen with mtime 1736314502.0425467
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/__init__.py first seen with mtime 1736311827.438926
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/routers.py first seen with mtime 1736314502.040547
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/lib-dynload/_opcode.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.235944
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loaders/app_directories.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/lib-dynload/fcntl.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3039453
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/templates.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/lib-dynload/_pickle.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.235944
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/functools.py first seen with mtime 1724146130.4437742
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/forms.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/asyncio/coroutines.py first seen with mtime 1724146130.527776
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/query.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:16:56,429 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/checks.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:16:56,429 autoreload File /usr/local/lib/python3.12/email/charset.py first seen with mtime 1724146130.5797772
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/common.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/__init__.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:16:56,430 autoreload File /usr/local/lib/python3.12/traceback.py first seen with mtime 1724146130.5117757
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/generic/edit.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1736311827.438926
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/serializer_helpers.py first seen with mtime 1736314502.073547
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1736311827.336928
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/watchmate/manage.py first seen with mtime 1736312339.5497353
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/response.py first seen with mtime 1736311827.4509258
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/debug.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/enums.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/http.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/formatter.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/__init__.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:16:56,430 autoreload File /usr/local/lib/python3.12/lib-dynload/_statistics.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2559443
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/__init__.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/__init__.py first seen with mtime 1736311827.4369261
DEBUG 2025-02-20 04:16:56,430 autoreload File /usr/local/lib/python3.12/contextvars.py first seen with mtime 1724146130.431774
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/api/permissions.py first seen with mtime 1738745277.4513016
DEBUG 2025-02-20 04:16:56,430 autoreload File /usr/local/lib/python3.12/asyncio/trsock.py first seen with mtime 1724146130.5437763
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/generic/detail.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:16:56,430 autoreload File /usr/local/lib/python3.12/logging/handlers.py first seen with mtime 1724146130.8597832
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/security/base.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/http/response.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/utils.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:16:56,430 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/functions/comparison.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:16:56,431 autoreload File /usr/local/lib/python3.12/pathlib.py first seen with mtime 1724146130.4677746
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/representation.py first seen with mtime 1736314502.073547
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/watchmate/watchmate/settings.py first seen with mtime 1740024141.4216843
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/functions/datetime.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/parsers.py first seen with mtime 1736314502.039547
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/common.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/mediatypes.py first seen with mtime 1736314502.073547
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/viewsets.py first seen with mtime 1736314502.0425467
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/messages.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/serializers.py first seen with mtime 1736314502.0415468
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/uploadhandler.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/defaulttags.py first seen with mtime 1736311827.4509258
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/sql.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sites/requests.py first seen with mtime 1736311827.3949268
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/actions.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:16:56,431 autoreload File /usr/local/lib/python3.12/asyncio/timeouts.py first seen with mtime 1724146130.5437763
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/dates.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/formsets.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:16:56,431 autoreload File /usr/local/lib/python3.12/concurrent/futures/_base.py first seen with mtime 1724146130.5517766
DEBUG 2025-02-20 04:16:56,431 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/encoding.py first seen with mtime 1736311827.4569259
